address,level,
0x2a4589cc1ea7fdb6d66d476285c513c06767adf5,high,",('0x2a4589cc1ea7fdb6d66d476285c513c06767adf5','high')"
0xcfaa1a3912ea3b5c2759349a25f75aab5509ab92,high,",('0xcfaa1a3912ea3b5c2759349a25f75aab5509ab92','high')"
0x2c35e02c0e5b43ead93f2c4eac136d8db5d09d80,high,",('0x2c35e02c0e5b43ead93f2c4eac136d8db5d09d80','high')"
0x18483527ef3dd3d2615118a4f032c846938a88f0,high,",('0x18483527ef3dd3d2615118a4f032c846938a88f0','high')"
0x139f823932c9e3450e9b64e38181f3ac229ba267,high,",('0x139f823932c9e3450e9b64e38181f3ac229ba267','high')"
0xe3c85481a98119cf332d2f9a925fbcb6c53f8cbe,high,",('0xe3c85481a98119cf332d2f9a925fbcb6c53f8cbe','high')"
0x19cd2e9dc269b69b5731a336ae725e513779115b,high,",('0x19cd2e9dc269b69b5731a336ae725e513779115b','high')"
0x305b4b7ba549c42d055cf2ae19c49d0c6b554846,high,",('0x305b4b7ba549c42d055cf2ae19c49d0c6b554846','high')"
0xbb8809c16494ab493ae6388dd0ac557a5ca4128f,high,",('0xbb8809c16494ab493ae6388dd0ac557a5ca4128f','high')"
0x58b8c579fd6e66012cb72f482ed21bdd66fb4a33,high,",('0x58b8c579fd6e66012cb72f482ed21bdd66fb4a33','high')"
0x522680e0206e9e7ff9dff0e9975c0a64e5e0424d,high,",('0x522680e0206e9e7ff9dff0e9975c0a64e5e0424d','high')"
0xe3051b3f72688701dc05b65ef8f3cbfbf95ea782,high,",('0xe3051b3f72688701dc05b65ef8f3cbfbf95ea782','high')"
0x6831e43a6ee67b2fec32dfac4c52945bf7918148,high,",('0x6831e43a6ee67b2fec32dfac4c52945bf7918148','high')"
0xd8d1591a7f0711e1f6574c420388a4b3b5ac07b9,high,",('0xd8d1591a7f0711e1f6574c420388a4b3b5ac07b9','high')"
0x1150965c4b2c946a263e0145aa223fd7134c1f15,high,",('0x1150965c4b2c946a263e0145aa223fd7134c1f15','high')"
0x6d98b690d63c5ec037594a446da46e570332f5e8,high,",('0x6d98b690d63c5ec037594a446da46e570332f5e8','high')"
0xfd21e467dab655fc45b18b264e05158fe871b2d7,high,",('0xfd21e467dab655fc45b18b264e05158fe871b2d7','high')"
0x8e993dfb90a20d0e2f4119fedd4610006d3a39be,high,",('0x8e993dfb90a20d0e2f4119fedd4610006d3a39be','high')"
0x955793a76efcb44ef5036db00171498befe944c4,high,",('0x955793a76efcb44ef5036db00171498befe944c4','high')"
0x35afe7d7ad80203f095f553320c121ea98401a1c,high,",('0x35afe7d7ad80203f095f553320c121ea98401a1c','high')"
0xc1e3195110388e99f66781eaab5c659efa089714,high,",('0xc1e3195110388e99f66781eaab5c659efa089714','high')"
0x1b9d6fbd917601834310466f16000112aaa2e3f5,high,",('0x1b9d6fbd917601834310466f16000112aaa2e3f5','high')"
0x4b30343705284139c7c4b2a3a37de6f51c9e0220,high,",('0x4b30343705284139c7c4b2a3a37de6f51c9e0220','high')"
0xfded94d7b312a6a263db5fc35b39d2289a541d43,high,",('0xfded94d7b312a6a263db5fc35b39d2289a541d43','high')"
0xde09a343c0007193f03150a9a2ab35c4da9064d6,high,",('0xde09a343c0007193f03150a9a2ab35c4da9064d6','high')"
0x38a4c1d8f936f1812c090cd905dcfef5bf94d03e,high,",('0x38a4c1d8f936f1812c090cd905dcfef5bf94d03e','high')"
0xd7bc960eacf8c4a63aa3b4887b1cb97c38e5b282,high,",('0xd7bc960eacf8c4a63aa3b4887b1cb97c38e5b282','high')"
0x5318857b5d5c042791b64cde2b6ecd73784b45a7,high,",('0x5318857b5d5c042791b64cde2b6ecd73784b45a7','high')"
0xaf66104496d2e3f7190893a40321e507446c94ce,high,",('0xaf66104496d2e3f7190893a40321e507446c94ce','high')"
0xc2ae025d69d7347f81ae4a206bb4b9066df1f02a,high,",('0xc2ae025d69d7347f81ae4a206bb4b9066df1f02a','high')"
0x09ccc0c1e0740b2841e0505b71227eedf93a2e19,high,",('0x09ccc0c1e0740b2841e0505b71227eedf93a2e19','high')"
0x4c7aeae9f22c9fee8da849674236fdd57c8a0306,high,",('0x4c7aeae9f22c9fee8da849674236fdd57c8a0306','high')"
0x67ba333d253d12b2cda615382d4e09a4f79f932b,high,",('0x67ba333d253d12b2cda615382d4e09a4f79f932b','high')"
0x44b1e8a0705be863cdb5f3dbfc0b0b04ad5e01e6,high,",('0x44b1e8a0705be863cdb5f3dbfc0b0b04ad5e01e6','high')"
0xb7448fced84b131a9a53cd628b35bad4a0e4c1e9,high,",('0xb7448fced84b131a9a53cd628b35bad4a0e4c1e9','high')"
0x14d51e464f88ae509078c05f126f4c01f6d144a8,high,",('0x14d51e464f88ae509078c05f126f4c01f6d144a8','high')"
0x5a387f9099498ddeb9bb912b8a67aa5a8a56966c,high,",('0x5a387f9099498ddeb9bb912b8a67aa5a8a56966c','high')"
0xdae0769ffc6064bb368f2cb1a845e090676b01fe,high,",('0xdae0769ffc6064bb368f2cb1a845e090676b01fe','high')"
0x342424df54a61ff795fbacbe7e0f5a4fdd8c6e6f,high,",('0x342424df54a61ff795fbacbe7e0f5a4fdd8c6e6f','high')"
0x2cc3d7a45ab026777929f38397fdad22bb092a1a,high,",('0x2cc3d7a45ab026777929f38397fdad22bb092a1a','high')"
0xc0bd31ca61f5948cfbb71448e50c854e23749b17,high,",('0xc0bd31ca61f5948cfbb71448e50c854e23749b17','high')"
0x8111a6c9ec2824275d51ee01ed87bf02c2d18ae2,high,",('0x8111a6c9ec2824275d51ee01ed87bf02c2d18ae2','high')"
0x215bc3721973ebf62c36ec419319d9df4e641903,high,",('0x215bc3721973ebf62c36ec419319d9df4e641903','high')"
0x40cfde74f7c7d6d97db40ee850218b05f18988e2,high,",('0x40cfde74f7c7d6d97db40ee850218b05f18988e2','high')"
0x6ba197aaf454e09beb6eab7269a4dc2a84bfac6a,high,",('0x6ba197aaf454e09beb6eab7269a4dc2a84bfac6a','high')"
0x07c3996bf7b52c50cd4f17fcf73a7ae334c48f9b,high,",('0x07c3996bf7b52c50cd4f17fcf73a7ae334c48f9b','high')"
0xc6d0edba2952e5722dfae1fe83732e4d3f760b89,high,",('0xc6d0edba2952e5722dfae1fe83732e4d3f760b89','high')"
0xef93345ece7ebe0e895eace41100fb19d4bfee77,high,",('0xef93345ece7ebe0e895eace41100fb19d4bfee77','high')"
0xd4ae48fb08867431a062e339e4a599cafb78a7bc,high,",('0xd4ae48fb08867431a062e339e4a599cafb78a7bc','high')"
0x75410a2ea16b26bc10e51dd2eeeb5e5d0d12c049,high,",('0x75410a2ea16b26bc10e51dd2eeeb5e5d0d12c049','high')"
0x41142092a516f3163f248a7f9a87087047900c6f,high,",('0x41142092a516f3163f248a7f9a87087047900c6f','high')"
0xeeef2aa134abefc7406c50ccf9cf562740c6ce15,high,",('0xeeef2aa134abefc7406c50ccf9cf562740c6ce15','high')"
0xfdf96fda76439a0c0d40ba0510019bda4374d4ae,high,",('0xfdf96fda76439a0c0d40ba0510019bda4374d4ae','high')"
0x627aa853bc068f43935e5911c9b18944539be624,high,",('0x627aa853bc068f43935e5911c9b18944539be624','high')"
0x9ef53569800e203c20200256cf134abc675bc8e1,high,",('0x9ef53569800e203c20200256cf134abc675bc8e1','high')"
0xc40c60fd5b10cb200d4940d7ffa19ff6e422b626,high,",('0xc40c60fd5b10cb200d4940d7ffa19ff6e422b626','high')"
0x80880d1342ef272635d5e3d7bd7e36854497889d,high,",('0x80880d1342ef272635d5e3d7bd7e36854497889d','high')"
0x2b2048a5e6db58cf18bb5adae79d9e7aff2b8048,high,",('0x2b2048a5e6db58cf18bb5adae79d9e7aff2b8048','high')"
0x04ff2a3e00ac704e04df56468da86cde3ef043f4,high,",('0x04ff2a3e00ac704e04df56468da86cde3ef043f4','high')"
0x7e96c1b49b5801d504449061b00ca7e3697c7c8f,high,",('0x7e96c1b49b5801d504449061b00ca7e3697c7c8f','high')"
0x19d3a615adc9fe66fa07af8a8b9ad99aaaae373c,high,",('0x19d3a615adc9fe66fa07af8a8b9ad99aaaae373c','high')"
0x36e2001a722b374f2de2ca5700a8ee9f95678ab4,high,",('0x36e2001a722b374f2de2ca5700a8ee9f95678ab4','high')"
0x87951877447d8bea4e536339c56ac1e7c82f2372,high,",('0x87951877447d8bea4e536339c56ac1e7c82f2372','high')"
0x8056ba20df543a4a27661acd4a73147ac667280e,high,",('0x8056ba20df543a4a27661acd4a73147ac667280e','high')"
0x7af8f10e16b9200f03858595bfe5ed2fc4c02abb,high,",('0x7af8f10e16b9200f03858595bfe5ed2fc4c02abb','high')"
0xc5c49e7b0d505a819dfcddccd4b71d2efd6f4957,high,",('0xc5c49e7b0d505a819dfcddccd4b71d2efd6f4957','high')"
0xde68c22f5efcb5eaa277c3d076525b7be7022442,high,",('0xde68c22f5efcb5eaa277c3d076525b7be7022442','high')"
0x4298eba588ce66272cfbad4b2029d3b3e08e2dae,high,",('0x4298eba588ce66272cfbad4b2029d3b3e08e2dae','high')"
0x53eda2509a3386a39c4a3309f3ed647bf48a8d5f,high,",('0x53eda2509a3386a39c4a3309f3ed647bf48a8d5f','high')"
0x7c44f9fcfdf3146629f11d4d98f0acdfffa3b85d,high,",('0x7c44f9fcfdf3146629f11d4d98f0acdfffa3b85d','high')"
0x5ecb98203d40e2ed309208e613f91744d641d62b,high,",('0x5ecb98203d40e2ed309208e613f91744d641d62b','high')"
0xed4b6fce1e124cc41a91354fc3ce325542f82be7,high,",('0xed4b6fce1e124cc41a91354fc3ce325542f82be7','high')"
0xadd98c88e902241341dd021f337e159a577cda13,high,",('0xadd98c88e902241341dd021f337e159a577cda13','high')"
0x34151379956ed14dbe94ee1e03b34959f268ab36,high,",('0x34151379956ed14dbe94ee1e03b34959f268ab36','high')"
0x52364f48bb61fdc6ef5163a39061722f045eab75,high,",('0x52364f48bb61fdc6ef5163a39061722f045eab75','high')"
0x69080f84ac4c31685c1d4a072700c76c11ac8d1f,high,",('0x69080f84ac4c31685c1d4a072700c76c11ac8d1f','high')"
0xf6ae70bf7c8cca99a3d85ad43cfbc4ee1d5f734a,high,",('0xf6ae70bf7c8cca99a3d85ad43cfbc4ee1d5f734a','high')"
0x37607721d2a197cc0934eb853c9531cac90becd9,high,",('0x37607721d2a197cc0934eb853c9531cac90becd9','high')"
0xfd5497c71562f3c55afbe5b1eec0944812cdb0f0,high,",('0xfd5497c71562f3c55afbe5b1eec0944812cdb0f0','high')"
0xfe268f64c94b92652d5cfa4bcb320f4de5d90193,high,",('0xfe268f64c94b92652d5cfa4bcb320f4de5d90193','high')"
0xaaaf6937f1d1f73ba7557815c782a0350633b647,high,",('0xaaaf6937f1d1f73ba7557815c782a0350633b647','high')"
0x9cb0c095c5f711fb22923d44828fcd6e9b21d4c9,high,",('0x9cb0c095c5f711fb22923d44828fcd6e9b21d4c9','high')"
0xd7f8a0f74744ab17b799e6885f485986ef0f86fa,high,",('0xd7f8a0f74744ab17b799e6885f485986ef0f86fa','high')"
0x3d364c9ab0139e1b21070b4d994df1fcd902bf4f,high,",('0x3d364c9ab0139e1b21070b4d994df1fcd902bf4f','high')"
0xa776c81bfcab2bd8fa65e1da37ee2093cb21d348,high,",('0xa776c81bfcab2bd8fa65e1da37ee2093cb21d348','high')"
0x3cda24f541a9e3cd1c5f3199fe986699008a6fab,high,",('0x3cda24f541a9e3cd1c5f3199fe986699008a6fab','high')"
0x0883ccb63ad5c37d96d5c9adb71680a8c2ed6c49,high,",('0x0883ccb63ad5c37d96d5c9adb71680a8c2ed6c49','high')"
0x1e2a66ec2e3d6bd30be0f15f034616a964cd105d,high,",('0x1e2a66ec2e3d6bd30be0f15f034616a964cd105d','high')"
0x98bec34fc495fed5d13e79194c05d862edb840fa,high,",('0x98bec34fc495fed5d13e79194c05d862edb840fa','high')"
0xc05984a372958005ea7be9c56f1fe5c36a783c91,high,",('0xc05984a372958005ea7be9c56f1fe5c36a783c91','high')"
0x95e04841194185473c80e3655f7d65510058d1bb,high,",('0x95e04841194185473c80e3655f7d65510058d1bb','high')"
0x1618bdf6468fd31519a9e15560bb06c0a3073529,high,",('0x1618bdf6468fd31519a9e15560bb06c0a3073529','high')"
0x5d1023475bbad9ff9c903be5e4972385c1102927,high,",('0x5d1023475bbad9ff9c903be5e4972385c1102927','high')"
0xd8c2273cd9336e877d11aa8b5b9c6d9b0e2ec9d9,high,",('0xd8c2273cd9336e877d11aa8b5b9c6d9b0e2ec9d9','high')"
0xa18cfddf15dd9141e64dfda14fe81b2c19439594,high,",('0xa18cfddf15dd9141e64dfda14fe81b2c19439594','high')"
0x9a33321f8e767329690f49257e46be910ef51a8c,high,",('0x9a33321f8e767329690f49257e46be910ef51a8c','high')"
0xf978e91a151a86a8f7706954fc38979701444807,high,",('0xf978e91a151a86a8f7706954fc38979701444807','high')"
0xb0af4b487f3fc272fc3d1091268b5fb227eb2614,high,",('0xb0af4b487f3fc272fc3d1091268b5fb227eb2614','high')"
0x5554e624c599fc7d7f3bb0975fe0aa8284336043,high,",('0x5554e624c599fc7d7f3bb0975fe0aa8284336043','high')"
0x86d933723047dd9fb7cfd3693a26d50bd1867493,high,",('0x86d933723047dd9fb7cfd3693a26d50bd1867493','high')"
0x0945fd588c1909041bb42207e48f81b2b47908c2,high,",('0x0945fd588c1909041bb42207e48f81b2b47908c2','high')"
0x72b29562b4ee5585ef4ab8a33adaba908886bf45,high,",('0x72b29562b4ee5585ef4ab8a33adaba908886bf45','high')"
0x286f8fb902554322a46e9d00507c6a658b146f56,high,",('0x286f8fb902554322a46e9d00507c6a658b146f56','high')"
0xfd79e631d94f8403395b22efa757755678b0dcaa,high,",('0xfd79e631d94f8403395b22efa757755678b0dcaa','high')"
0xf12d061638ea0e476d749c44d9a4ef7aaf5d645c,high,",('0xf12d061638ea0e476d749c44d9a4ef7aaf5d645c','high')"
0xf4814445048b4866eefbf192dc584b2e78007955,high,",('0xf4814445048b4866eefbf192dc584b2e78007955','high')"
0xb1f2e39b26bf2a4854d435e81a80ce2c2e1a23fd,high,",('0xb1f2e39b26bf2a4854d435e81a80ce2c2e1a23fd','high')"
0x80f6779167e819e008b680bea14a1086c2814140,high,",('0x80f6779167e819e008b680bea14a1086c2814140','high')"
0x853404d0e03aae60cf214db946f262dc56731761,high,",('0x853404d0e03aae60cf214db946f262dc56731761','high')"
0x949c681d342c34cbec746c968bf4bc0852ca1006,high,",('0x949c681d342c34cbec746c968bf4bc0852ca1006','high')"
0x1089d4109b887351bebfca347b4fd3c814d87bef,high,",('0x1089d4109b887351bebfca347b4fd3c814d87bef','high')"
0x0eb8d92c1bc3c2ab2cd4f291de668f7988fc8f12,high,",('0x0eb8d92c1bc3c2ab2cd4f291de668f7988fc8f12','high')"
0x3a57f46e427213c2723f199c5c69a9a71355abf4,high,",('0x3a57f46e427213c2723f199c5c69a9a71355abf4','high')"
0x374663831d289d714bfbe66f99747ae25ab3e7ac,high,",('0x374663831d289d714bfbe66f99747ae25ab3e7ac','high')"
0x6e704712b26a82c64d9ac32ba8c83c7b4be83f72,high,",('0x6e704712b26a82c64d9ac32ba8c83c7b4be83f72','high')"
0x483fa7a2f41ce1262e93ddc86bbb25e2d4c11f31,high,",('0x483fa7a2f41ce1262e93ddc86bbb25e2d4c11f31','high')"
0xc8048ff75c7a9632aadfdeceedba42b8eef3a95d,high,",('0xc8048ff75c7a9632aadfdeceedba42b8eef3a95d','high')"
0x50945f1121be71279a398eb6ec49c5bb7b5728c6,high,",('0x50945f1121be71279a398eb6ec49c5bb7b5728c6','high')"
0x87e4c01de7551d60151da1030898e6ae112afac6,high,",('0x87e4c01de7551d60151da1030898e6ae112afac6','high')"
0x610aa9de9c33706ee28cac3f510f2fffed392931,high,",('0x610aa9de9c33706ee28cac3f510f2fffed392931','high')"
0x6c0a5e7647de20e134d934aad0365cffccd300e8,high,",('0x6c0a5e7647de20e134d934aad0365cffccd300e8','high')"
0x12467e73047a10b785a8e42229924c80e038dbec,high,",('0x12467e73047a10b785a8e42229924c80e038dbec','high')"
0xbc25f90e573bf4da7276eee3edfedbf01062affd,high,",('0xbc25f90e573bf4da7276eee3edfedbf01062affd','high')"
0x0c3dd47acc8b771122880248bd065e1ba16d0a6a,high,",('0x0c3dd47acc8b771122880248bd065e1ba16d0a6a','high')"
0xe2fc657f3fe21471ea00a7af04c677b9ba459edd,high,",('0xe2fc657f3fe21471ea00a7af04c677b9ba459edd','high')"
0x9c77bf91b4c7505119f4cd043f047734cca3392f,high,",('0x9c77bf91b4c7505119f4cd043f047734cca3392f','high')"
0x1c4afb4195475f0c8254de92e8ca57c1712e7203,high,",('0x1c4afb4195475f0c8254de92e8ca57c1712e7203','high')"
0x27917a2550cee6e5d383a8f88f6e5df11afd7627,high,",('0x27917a2550cee6e5d383a8f88f6e5df11afd7627','high')"
0x35b022ae795077f96dbb24ec87a0d8ca3c52b0b8,high,",('0x35b022ae795077f96dbb24ec87a0d8ca3c52b0b8','high')"
0xfc7294b1e462bf6068aebce23482b9efc884a511,high,",('0xfc7294b1e462bf6068aebce23482b9efc884a511','high')"
0xdca52bba5feb8072870149ccb41666530609e50a,high,",('0xdca52bba5feb8072870149ccb41666530609e50a','high')"
0x950f4c224ee715f1ed65c875f92699efab2f391d,high,",('0x950f4c224ee715f1ed65c875f92699efab2f391d','high')"
0x35d5b3758bf9c82f69ac54894fe112fa4d35d3ac,high,",('0x35d5b3758bf9c82f69ac54894fe112fa4d35d3ac','high')"
0x4379634800fa6fedec1be93d313c42db7fb104f0,high,",('0x4379634800fa6fedec1be93d313c42db7fb104f0','high')"
0xbd86c6e38f3e53bcbe6b6f946d53430cf9e7fd32,high,",('0xbd86c6e38f3e53bcbe6b6f946d53430cf9e7fd32','high')"
0x3e18d2c84080def8632846dae29d5bfa456848e4,high,",('0x3e18d2c84080def8632846dae29d5bfa456848e4','high')"
0x219f2c69d9245c36cc904321b693f6de38d3007f,high,",('0x219f2c69d9245c36cc904321b693f6de38d3007f','high')"
0xc5c076b1c2668ebe4e708ff0f1bd5b48a41a718a,high,",('0xc5c076b1c2668ebe4e708ff0f1bd5b48a41a718a','high')"
0x189ae2e86959e74eef90d98c81b9039a61b687f3,high,",('0x189ae2e86959e74eef90d98c81b9039a61b687f3','high')"
0x4cc44d2d01d0e24179a4bb6788e697b392fd9a9c,high,",('0x4cc44d2d01d0e24179a4bb6788e697b392fd9a9c','high')"
0x0b3c9e6477688fbd8d6fa56db7c51c2447af8c7c,high,",('0x0b3c9e6477688fbd8d6fa56db7c51c2447af8c7c','high')"
0x5efc362720d9fd133a71726bcdd3ca66b3bc1bfc,high,",('0x5efc362720d9fd133a71726bcdd3ca66b3bc1bfc','high')"
0x9992f7f0eabdffd185fd8cf92bbda5c5eea7f817,high,",('0x9992f7f0eabdffd185fd8cf92bbda5c5eea7f817','high')"
0x92dbede0dd4201997f602092e273ab8abf821740,high,",('0x92dbede0dd4201997f602092e273ab8abf821740','high')"
0x51fc7988db3c3e0abf57319708e39bc3bb9fa4ba,high,",('0x51fc7988db3c3e0abf57319708e39bc3bb9fa4ba','high')"
0x28ca71d46003103f349ac6411bab257c44133acf,high,",('0x28ca71d46003103f349ac6411bab257c44133acf','high')"
0x4b4579484aa76ba69eec5113c0225f52fa641e11,high,",('0x4b4579484aa76ba69eec5113c0225f52fa641e11','high')"
0xeeeff9a28b467bc90de2315e0e0f9891648bace4,high,",('0xeeeff9a28b467bc90de2315e0e0f9891648bace4','high')"
0xfb77dd330fb73d6de02361daeb5dd872be634075,high,",('0xfb77dd330fb73d6de02361daeb5dd872be634075','high')"
0x307857c4e46bb5857ff8f2de3658a86807b99f3d,high,",('0x307857c4e46bb5857ff8f2de3658a86807b99f3d','high')"
0xcfb222b541e11e014e12d656263719e96400a9ee,high,",('0xcfb222b541e11e014e12d656263719e96400a9ee','high')"
0x2fd31744080b9cd293d13c4fd25ded7a8f2abdfe,high,",('0x2fd31744080b9cd293d13c4fd25ded7a8f2abdfe','high')"
0x838145a50f64db75071150e21e2a3f463de99888,high,",('0x838145a50f64db75071150e21e2a3f463de99888','high')"
0xa473c124f3015b17313950aca4a5c0a003c0df70,high,",('0xa473c124f3015b17313950aca4a5c0a003c0df70','high')"
0x26ecacfaba47b797b31925ddd85e5077140cb1e5,high,",('0x26ecacfaba47b797b31925ddd85e5077140cb1e5','high')"
0x382d66f8302b79de67d1e08931605c46f1807d9f,high,",('0x382d66f8302b79de67d1e08931605c46f1807d9f','high')"
0x8acfb4dfe838b9f820464a0dff05115b04c7ebb1,high,",('0x8acfb4dfe838b9f820464a0dff05115b04c7ebb1','high')"
0xdc9da529228abea22beef505fe1934e1ff268be3,high,",('0xdc9da529228abea22beef505fe1934e1ff268be3','high')"
0x450a5c0147f0f263a200129bfbe83151ad6f7327,high,",('0x450a5c0147f0f263a200129bfbe83151ad6f7327','high')"
0x1f09498d178bf9a4fe733c42cc4de118a35c3d07,high,",('0x1f09498d178bf9a4fe733c42cc4de118a35c3d07','high')"
0x763a6a49629097fd38fcc999120b90896aeb3a31,high,",('0x763a6a49629097fd38fcc999120b90896aeb3a31','high')"
0x3c4467222028c30de695c26eee3e23f83b8e8f96,high,",('0x3c4467222028c30de695c26eee3e23f83b8e8f96','high')"
0x8002fc801cdc26ca9b4edfe5ba5481bc8e1eedc3,high,",('0x8002fc801cdc26ca9b4edfe5ba5481bc8e1eedc3','high')"
0x8d55cae0c5f1c5fc6738f14eb8f72c2596acf63f,high,",('0x8d55cae0c5f1c5fc6738f14eb8f72c2596acf63f','high')"
0xc53972ed2e841229d0af8a3be1b5a750d102c911,high,",('0xc53972ed2e841229d0af8a3be1b5a750d102c911','high')"
0x0a5e54d005dd5598a947696257c195bae7ca67c2,high,",('0x0a5e54d005dd5598a947696257c195bae7ca67c2','high')"
0x9b9a73d3f053af116d711b1512df924e2f755dc0,high,",('0x9b9a73d3f053af116d711b1512df924e2f755dc0','high')"
0x6eaa7a679c3e4d8a7a0b9b4bba63f9451133cbf5,high,",('0x6eaa7a679c3e4d8a7a0b9b4bba63f9451133cbf5','high')"
0x245f8b45e653a23272ffcab0e021b914fdb785cd,high,",('0x245f8b45e653a23272ffcab0e021b914fdb785cd','high')"
0x23e0cc172aa804a0e6f3dfbea2de56a07e9b4e8b,high,",('0x23e0cc172aa804a0e6f3dfbea2de56a07e9b4e8b','high')"
0x909c464f7d83d25a0e7821f87bc58f72dbfadc27,high,",('0x909c464f7d83d25a0e7821f87bc58f72dbfadc27','high')"
0x1bfca6999062eaf8b7c2d115d9dbb80a65b56b82,high,",('0x1bfca6999062eaf8b7c2d115d9dbb80a65b56b82','high')"
0xaf1f3c5b54de9dd8f6000fb5a45e14962cde468c,high,",('0xaf1f3c5b54de9dd8f6000fb5a45e14962cde468c','high')"
0x0b3934d7fdaa78ea973bd16e735fe4846c3749a9,high,",('0x0b3934d7fdaa78ea973bd16e735fe4846c3749a9','high')"
0x04bbacfbd30e05b0e5d3beba1dfa42a06cdd9e11,high,",('0x04bbacfbd30e05b0e5d3beba1dfa42a06cdd9e11','high')"
0xa4b2e570bf297f37a50887bc5c7f1ab96eabce93,high,",('0xa4b2e570bf297f37a50887bc5c7f1ab96eabce93','high')"
0x7848c4e97e9d84e0ce6218b57f14397007d9a263,high,",('0x7848c4e97e9d84e0ce6218b57f14397007d9a263','high')"
0xd1457de1d989c1144fae8fa1c9dc01edee8db2f2,high,",('0xd1457de1d989c1144fae8fa1c9dc01edee8db2f2','high')"
0x380f45b67acf97323aaa3f0de1100a3acd0afd50,high,",('0x380f45b67acf97323aaa3f0de1100a3acd0afd50','high')"
0x7230d6ed2a2265b2149b84f4858da062a480a899,high,",('0x7230d6ed2a2265b2149b84f4858da062a480a899','high')"
0xef5b4dbb8c673e3c182bc364c4821b6a6f787473,high,",('0xef5b4dbb8c673e3c182bc364c4821b6a6f787473','high')"
0x6c894239eda62ffe61620f5d40847cfb3db7bc32,high,",('0x6c894239eda62ffe61620f5d40847cfb3db7bc32','high')"
0x7c3aac61e8bebe64b33fc3987519000fde338498,high,",('0x7c3aac61e8bebe64b33fc3987519000fde338498','high')"
0x8a52a8f2bf4285bc9658740d988fdff5f6672ad6,high,",('0x8a52a8f2bf4285bc9658740d988fdff5f6672ad6','high')"
0x9f1d5886252102924d710e42285a8f5519599c5c,high,",('0x9f1d5886252102924d710e42285a8f5519599c5c','high')"
0xe36ee8026c907667b916ee8059508787497b0ee2,high,",('0xe36ee8026c907667b916ee8059508787497b0ee2','high')"
0xad6fd97ab003c66a1121c6a8801ff917cd799f61,high,",('0xad6fd97ab003c66a1121c6a8801ff917cd799f61','high')"
0x583efea5293df53c4c08c58e480e4917ed0d5e35,high,",('0x583efea5293df53c4c08c58e480e4917ed0d5e35','high')"
0x40c1bd23c232e4c6cb593448049847eb21345242,high,",('0x40c1bd23c232e4c6cb593448049847eb21345242','high')"
0xa7d5b3f66edf61d2c94af3f682fb145605fe1330,high,",('0xa7d5b3f66edf61d2c94af3f682fb145605fe1330','high')"
0xf23f382756af48fe5ac16efe6963bf61a82f7b6e,high,",('0xf23f382756af48fe5ac16efe6963bf61a82f7b6e','high')"
0xf7728c724e1176c1b3db5672ad789216759057cb,high,",('0xf7728c724e1176c1b3db5672ad789216759057cb','high')"
0x73548add00662d526d9590e2cc0e20b1c720a69b,high,",('0x73548add00662d526d9590e2cc0e20b1c720a69b','high')"
0x76d1a50e51e990efea1a5ac2fad8d207e12f8042,high,",('0x76d1a50e51e990efea1a5ac2fad8d207e12f8042','high')"
0x687549c902fce9d62fe761965da58655a614436d,high,",('0x687549c902fce9d62fe761965da58655a614436d','high')"
0x7f5cd2af7fc818f412a980850091810eaea9636b,high,",('0x7f5cd2af7fc818f412a980850091810eaea9636b','high')"
0x3e49d6699070573f39670442e74ac13cc71766aa,high,",('0x3e49d6699070573f39670442e74ac13cc71766aa','high')"
0xc40b9bdadb8c7578920b3a6d13b216936ac8c258,high,",('0xc40b9bdadb8c7578920b3a6d13b216936ac8c258','high')"
0x2af786c5bc6369ccf772d866fe93e4378ba5fabd,high,",('0x2af786c5bc6369ccf772d866fe93e4378ba5fabd','high')"
0xf13fed777bf56233b3eef4af5cfe1d87325c1b4e,high,",('0xf13fed777bf56233b3eef4af5cfe1d87325c1b4e','high')"
0x2387739490c1439c259a5c32c561bed3b63832fd,high,",('0x2387739490c1439c259a5c32c561bed3b63832fd','high')"
0xeb95e2613debc8140a0e416a8e2f43bacc29d386,high,",('0xeb95e2613debc8140a0e416a8e2f43bacc29d386','high')"
0xcba4b78e8db90b816e3b30493fac31797b0f3c35,high,",('0xcba4b78e8db90b816e3b30493fac31797b0f3c35','high')"
0xb659a68fe4726abe82a0ecf5ac032e449563a940,high,",('0xb659a68fe4726abe82a0ecf5ac032e449563a940','high')"
0x02d9ecc743189ab882710f9fdd7f6835e865013c,high,",('0x02d9ecc743189ab882710f9fdd7f6835e865013c','high')"
0x5981d355f22d5968e6d8fee0dd598e4d5a7093aa,high,",('0x5981d355f22d5968e6d8fee0dd598e4d5a7093aa','high')"
0x2551429b9d46b2a26f23fb78a1faa97a16cf1ee1,high,",('0x2551429b9d46b2a26f23fb78a1faa97a16cf1ee1','high')"
0x9b4138a58333878ada6dc5a025e38f78c7380139,high,",('0x9b4138a58333878ada6dc5a025e38f78c7380139','high')"
0x7a4068b63d20e1e466f6e5d329bb7ba231003c23,high,",('0x7a4068b63d20e1e466f6e5d329bb7ba231003c23','high')"
0x209443820f25943a3205c7529d102ccdbe491a86,high,",('0x209443820f25943a3205c7529d102ccdbe491a86','high')"
0x172c3fa2e6994ca875814ad25c4696d920230b43,high,",('0x172c3fa2e6994ca875814ad25c4696d920230b43','high')"
