address,level,
0xb159f08da7f24bac5f79e832562725f03a4b1cef,high,",('0xb159f08da7f24bac5f79e832562725f03a4b1cef','high')"
0x004588f6ada9a2a4f8a4578d058d37a94d29ee1d,high,",('0x004588f6ada9a2a4f8a4578d058d37a94d29ee1d','high')"
0x8031c297eff4a6b4f70bf484ec4ef59965cf584c,high,",('0x8031c297eff4a6b4f70bf484ec4ef59965cf584c','high')"
0x8b06fa944df701c223127e8553b86c4614c110ae,high,",('0x8b06fa944df701c223127e8553b86c4614c110ae','high')"
0xf28699b8923a6f8c27622f469346e6afe235a9dd,high,",('0xf28699b8923a6f8c27622f469346e6afe235a9dd','high')"
0x242e44c8deaa1dda35290d7acc6578acc3a11ad8,high,",('0x242e44c8deaa1dda35290d7acc6578acc3a11ad8','high')"
0x641a4bf33d2db8978441fffa40008df381e4deb9,high,",('0x641a4bf33d2db8978441fffa40008df381e4deb9','high')"
0x68cf582e7680e2835ac73d280ecb0092f013793c,high,",('0x68cf582e7680e2835ac73d280ecb0092f013793c','high')"
0x8b77e056ca46a9e7b3be8649b85f227ee311f1de,high,",('0x8b77e056ca46a9e7b3be8649b85f227ee311f1de','high')"
0x51a4b5a6ffcb5100ee16e5bdcf25d635427a7049,high,",('0x51a4b5a6ffcb5100ee16e5bdcf25d635427a7049','high')"
0xf4391dfcb4784d11156a10209c9c5c4912ee14fb,high,",('0xf4391dfcb4784d11156a10209c9c5c4912ee14fb','high')"
0x00cdbe41c99653b6aaa2b803a5981a56bca55648,high,",('0x00cdbe41c99653b6aaa2b803a5981a56bca55648','high')"
0x6bea0f3dc36b92b935559f24a7d4e9a276f23d17,high,",('0x6bea0f3dc36b92b935559f24a7d4e9a276f23d17','high')"
0x1278af5df238012245fe7b07935f1e1defccbc81,high,",('0x1278af5df238012245fe7b07935f1e1defccbc81','high')"
0x927e0920b2cd4e74f52a55260f277e4aeb80807b,high,",('0x927e0920b2cd4e74f52a55260f277e4aeb80807b','high')"
0x73359777ac860f9b07d3e082ba349ca39c50f3bb,high,",('0x73359777ac860f9b07d3e082ba349ca39c50f3bb','high')"
0x5e2ec97c116091e102ff29282320a9b9ed3c8416,high,",('0x5e2ec97c116091e102ff29282320a9b9ed3c8416','high')"
0x3cde11308ca040a3efb29d8036667a486a8155ab,high,",('0x3cde11308ca040a3efb29d8036667a486a8155ab','high')"
0x367b4bdf414df673df0129838ebfb9913147427f,high,",('0x367b4bdf414df673df0129838ebfb9913147427f','high')"
0xdedd35c1d00d612a0e97937ad781d15863800a55,high,",('0xdedd35c1d00d612a0e97937ad781d15863800a55','high')"
0xcac75fa4df25a4b689a6867487a834771521ca7f,high,",('0xcac75fa4df25a4b689a6867487a834771521ca7f','high')"
0x11799e883b1efc7f21a3b667b8cd9211a929ac4a,high,",('0x11799e883b1efc7f21a3b667b8cd9211a929ac4a','high')"
0x546483aa9769082827b71a4769576b7d04bbf5f4,high,",('0x546483aa9769082827b71a4769576b7d04bbf5f4','high')"
0x6b91c09f16813f7e599bf17a87cd4011ad293ff6,high,",('0x6b91c09f16813f7e599bf17a87cd4011ad293ff6','high')"
0x24e9112896481171fc725b538eeef5e11d4a11e1,high,",('0x24e9112896481171fc725b538eeef5e11d4a11e1','high')"
0xb3d8578ee16b88ec6023767f58a6237b0794dbf2,high,",('0xb3d8578ee16b88ec6023767f58a6237b0794dbf2','high')"
0x56fef3a742a49cec1b8d5d9126dedb9da6274aae,high,",('0x56fef3a742a49cec1b8d5d9126dedb9da6274aae','high')"
0xefef56ff52c937ba7207af525f1fc14317e0a3b5,high,",('0xefef56ff52c937ba7207af525f1fc14317e0a3b5','high')"
0x058a2db1e17eda42c6c5af26f275229086896017,high,",('0x058a2db1e17eda42c6c5af26f275229086896017','high')"
0x5e3040da3947f81cb57a07fc249bbf3b1ab2c19c,high,",('0x5e3040da3947f81cb57a07fc249bbf3b1ab2c19c','high')"
0xaea89b3c2b49491686bbe94976d67409eb676c7b,high,",('0xaea89b3c2b49491686bbe94976d67409eb676c7b','high')"
0x5e230142209e683fd76542156aa18d4e5c4a1445,high,",('0x5e230142209e683fd76542156aa18d4e5c4a1445','high')"
0x1bcdea7a7faf29965da9f52d0fb544e492612363,high,",('0x1bcdea7a7faf29965da9f52d0fb544e492612363','high')"
0x3d385f104dfc4521ba049848a83e29520206251d,high,",('0x3d385f104dfc4521ba049848a83e29520206251d','high')"
0xae42650ef2dcbee16220caf1e454dda165b76bbd,high,",('0xae42650ef2dcbee16220caf1e454dda165b76bbd','high')"
0x3ce9ebbf4752f06ddc26b600c86ebe0177636990,high,",('0x3ce9ebbf4752f06ddc26b600c86ebe0177636990','high')"
0xe08598a5c18037b97e494090e959646543306f9a,high,",('0xe08598a5c18037b97e494090e959646543306f9a','high')"
0x7befa2eeb57540c11fb93b55ac7a187d7fdb4692,high,",('0x7befa2eeb57540c11fb93b55ac7a187d7fdb4692','high')"
0x5d4545901f0be66452f39bbf1f071491cb668da4,high,",('0x5d4545901f0be66452f39bbf1f071491cb668da4','high')"
0xf774b115bbd8938905cada56cda903ed2b53233c,high,",('0xf774b115bbd8938905cada56cda903ed2b53233c','high')"
0xf195832015d49edb6cab1c2363209e2663274698,high,",('0xf195832015d49edb6cab1c2363209e2663274698','high')"
0x63da73144649190442a688ef9365ce04a2193236,high,",('0x63da73144649190442a688ef9365ce04a2193236','high')"
0x750774e1c28ecdaac8fc8323cfd432136e5cf1dd,high,",('0x750774e1c28ecdaac8fc8323cfd432136e5cf1dd','high')"
0xa94f9a3335785217382009ab902eef12f654a042,high,",('0xa94f9a3335785217382009ab902eef12f654a042','high')"
0x5fd69adada406c80315d05f4e3ca95248a27a8d4,high,",('0x5fd69adada406c80315d05f4e3ca95248a27a8d4','high')"
0xdfcc395e9a1e9a4f8ccd66c72f24e349b2f3839b,high,",('0xdfcc395e9a1e9a4f8ccd66c72f24e349b2f3839b','high')"
0x33f997ca86af2dd31b36b4417cb6b4b381380bc5,high,",('0x33f997ca86af2dd31b36b4417cb6b4b381380bc5','high')"
0x24b0955b90b2d5a5daffab37b82ae1192d2e25a0,high,",('0x24b0955b90b2d5a5daffab37b82ae1192d2e25a0','high')"
0xc0d7c82228f4ed38c80826908973be0bbafa72c7,high,",('0xc0d7c82228f4ed38c80826908973be0bbafa72c7','high')"
0x5f241845b4f0be006307b6c388433972eff68681,high,",('0x5f241845b4f0be006307b6c388433972eff68681','high')"
0xfd2d8cb57e428c09c05a702caee0dc3f8138d7c2,high,",('0xfd2d8cb57e428c09c05a702caee0dc3f8138d7c2','high')"
0x977523e12a50d4f5f37facdcab21c78ed02a62c6,high,",('0x977523e12a50d4f5f37facdcab21c78ed02a62c6','high')"
0xfd46e778d5d50ee2826db5ff07f1f2a397694158,high,",('0xfd46e778d5d50ee2826db5ff07f1f2a397694158','high')"
0x2c4d6f8886c789323b85d87747432ffb89897525,high,",('0x2c4d6f8886c789323b85d87747432ffb89897525','high')"
0x8338c45c2449e6453031f3669c84806199103e25,high,",('0x8338c45c2449e6453031f3669c84806199103e25','high')"
0xa8cfb19657e6b146dac70233d3498472913534b6,high,",('0xa8cfb19657e6b146dac70233d3498472913534b6','high')"
0x8f568c42f6b52aeb85f296473062dc5a89136c64,high,",('0x8f568c42f6b52aeb85f296473062dc5a89136c64','high')"
0x14e4651ab32b7e1270e541102ad86acca151cadc,high,",('0x14e4651ab32b7e1270e541102ad86acca151cadc','high')"
0xd4ac9918444cd5e07108f45727a8b71c0e52a57c,high,",('0xd4ac9918444cd5e07108f45727a8b71c0e52a57c','high')"
0x9687d593dce4294a8ea32c8a3ed8b15c94c38497,high,",('0x9687d593dce4294a8ea32c8a3ed8b15c94c38497','high')"
0x3704213149a7bfa4f10a47c4f212bd7ccda195eb,high,",('0x3704213149a7bfa4f10a47c4f212bd7ccda195eb','high')"
0x6d45ee0d772be1b334502d04893d379588c23b49,high,",('0x6d45ee0d772be1b334502d04893d379588c23b49','high')"
0x29c280c633890dc58991100a158eb849552a04dc,high,",('0x29c280c633890dc58991100a158eb849552a04dc','high')"
0x67260f0f51b44572eb118d030c3fedbd9b9f4a43,high,",('0x67260f0f51b44572eb118d030c3fedbd9b9f4a43','high')"
0x75dfb490eebf3716daa4140588d70e55448fe124,high,",('0x75dfb490eebf3716daa4140588d70e55448fe124','high')"
0x66ea49f255687a6ae0beb0991a58d1ff64b42dfd,high,",('0x66ea49f255687a6ae0beb0991a58d1ff64b42dfd','high')"
0x24b4d3cd079a2da7ead1b1a37b572e83cdca5681,high,",('0x24b4d3cd079a2da7ead1b1a37b572e83cdca5681','high')"
0x5246a77c3cd5bf925769cdd9dfa184e5c1b3a4b6,high,",('0x5246a77c3cd5bf925769cdd9dfa184e5c1b3a4b6','high')"
0x06a992d32890a3a8308594c80e3f754a15f6995a,high,",('0x06a992d32890a3a8308594c80e3f754a15f6995a','high')"
0x50aa41381a5876767640d189ae5fbbbcdb8d01a4,high,",('0x50aa41381a5876767640d189ae5fbbbcdb8d01a4','high')"
0x83809691cc75cf7563e323162542a607a788a0fe,high,",('0x83809691cc75cf7563e323162542a607a788a0fe','high')"
0x022fd1aeee6e74c533eff49273f7e5c337361be5,high,",('0x022fd1aeee6e74c533eff49273f7e5c337361be5','high')"
0xe468bdfb9ffb211a184dd7fbb798f3ad2eb3d672,high,",('0xe468bdfb9ffb211a184dd7fbb798f3ad2eb3d672','high')"
0xecf2ffb4df3f8f7131f9b584fbf75a7bf7e16b3f,high,",('0xecf2ffb4df3f8f7131f9b584fbf75a7bf7e16b3f','high')"
0x4c254f3161e90026a110941a6aba625e3b334d5d,high,",('0x4c254f3161e90026a110941a6aba625e3b334d5d','high')"
0x65afdc20ab0599080f5fee4fea78d9c3ebaeadad,high,",('0x65afdc20ab0599080f5fee4fea78d9c3ebaeadad','high')"
0xdcf1829de1d7a9bf0edcad611fcfbc4070c826ee,high,",('0xdcf1829de1d7a9bf0edcad611fcfbc4070c826ee','high')"
0x3d2c7a12cfd25ed27903fc6c40eb90d2cf2f06e2,high,",('0x3d2c7a12cfd25ed27903fc6c40eb90d2cf2f06e2','high')"
0x7f276d61278b910fb0109de7a84fff6a78fc910c,high,",('0x7f276d61278b910fb0109de7a84fff6a78fc910c','high')"
0x4bfd27eec643f8ef1906e8caf4864201c2ab7e2a,high,",('0x4bfd27eec643f8ef1906e8caf4864201c2ab7e2a','high')"
0x5c4b67809f496f5018d0882eaa3dde03e61894cf,high,",('0x5c4b67809f496f5018d0882eaa3dde03e61894cf','high')"
0xf4c552e9936800af0a2b2b7fb7cc8cb2e862357b,high,",('0xf4c552e9936800af0a2b2b7fb7cc8cb2e862357b','high')"
0x0d5f5dfab50463e7e0f623b2a6bf94d2a05b1082,high,",('0x0d5f5dfab50463e7e0f623b2a6bf94d2a05b1082','high')"
0xdfb93f441d7c46f64c7dff5ad8258750ede759e8,high,",('0xdfb93f441d7c46f64c7dff5ad8258750ede759e8','high')"
0x4dc78fa56e2dc2301ca90eb640eaf93ffe34a58f,high,",('0x4dc78fa56e2dc2301ca90eb640eaf93ffe34a58f','high')"
0x5ae5fec23c2ac17a55fea6f774fe2df9ddf9c0e7,high,",('0x5ae5fec23c2ac17a55fea6f774fe2df9ddf9c0e7','high')"
0x4cc19f1e3727c32c543b034462fd3b088e2ff285,high,",('0x4cc19f1e3727c32c543b034462fd3b088e2ff285','high')"
0x5aab0e26dd29f6fbba06572208b9fe8d1248ed9f,high,",('0x5aab0e26dd29f6fbba06572208b9fe8d1248ed9f','high')"
0x09fd950efbce1afff1f97281772d72d523acb482,high,",('0x09fd950efbce1afff1f97281772d72d523acb482','high')"
0x4d2608265f10b0df020023dbeda27be3323c6e24,high,",('0x4d2608265f10b0df020023dbeda27be3323c6e24','high')"
0x489fbc137636ce821598a22f2ab86c1de52497d9,high,",('0x489fbc137636ce821598a22f2ab86c1de52497d9','high')"
0xb1c8fe48d03696c7caec01e176ffd23b91e32dfd,high,",('0xb1c8fe48d03696c7caec01e176ffd23b91e32dfd','high')"
0x9f33a22a27a6b22d41678ca0afbd9aee26febe87,high,",('0x9f33a22a27a6b22d41678ca0afbd9aee26febe87','high')"
0x92f334543749e0f8494e9dc8e67c75f2e52b95d7,high,",('0x92f334543749e0f8494e9dc8e67c75f2e52b95d7','high')"
0x763947326726277772e4a92feaad8576c4f5d1e6,high,",('0x763947326726277772e4a92feaad8576c4f5d1e6','high')"
0xf8ec250ac2335cc93fc6d87cc2e64d6d917b70ab,high,",('0xf8ec250ac2335cc93fc6d87cc2e64d6d917b70ab','high')"
0x85e9ce6afbce035f9f94bfb23f82ed6df153d322,high,",('0x85e9ce6afbce035f9f94bfb23f82ed6df153d322','high')"
0x32fc14fb149f16be8eb1a52b080108061a4f3241,high,",('0x32fc14fb149f16be8eb1a52b080108061a4f3241','high')"
0x4fc04f9ddf3659cc918149cfff16a68a4495a3ec,high,",('0x4fc04f9ddf3659cc918149cfff16a68a4495a3ec','high')"
0x129065323d85f4b83872aca6375c99c34aac7761,high,",('0x129065323d85f4b83872aca6375c99c34aac7761','high')"
0x9675f5eb371be7ddceab4f81caa62002abac82ea,high,",('0x9675f5eb371be7ddceab4f81caa62002abac82ea','high')"
0xf3b5afb2da64fb3a96c01d8a4618cf95f8abdae4,high,",('0xf3b5afb2da64fb3a96c01d8a4618cf95f8abdae4','high')"
0x6e2cb8201ac88548ee2ac48079721c4f1563d235,high,",('0x6e2cb8201ac88548ee2ac48079721c4f1563d235','high')"
0xc257fcb843aa4d0158aa22347a719b93c7f9e2fa,high,",('0xc257fcb843aa4d0158aa22347a719b93c7f9e2fa','high')"
0x6a396c36765adae42075a44bab3019e4a189a4de,high,",('0x6a396c36765adae42075a44bab3019e4a189a4de','high')"
0xad07e420d9278d2ea742a3fb66cd6c9f005dcf85,high,",('0xad07e420d9278d2ea742a3fb66cd6c9f005dcf85','high')"
0x3f748e7d57e0cea07d541ed8086ee02b70401dff,high,",('0x3f748e7d57e0cea07d541ed8086ee02b70401dff','high')"
0x5d678eb616cd20df2e6aed3df8af7b679fc5dcdc,high,",('0x5d678eb616cd20df2e6aed3df8af7b679fc5dcdc','high')"
0x284273bac3137e8dbbf0dfa700eb1c6c8f554001,high,",('0x284273bac3137e8dbbf0dfa700eb1c6c8f554001','high')"
0x134ef7a1ca03ca197fee2dc8017714b573c2c4d5,high,",('0x134ef7a1ca03ca197fee2dc8017714b573c2c4d5','high')"
0x60ca9c595863d7dc5565ed89dd3d9ae54cbc1b09,high,",('0x60ca9c595863d7dc5565ed89dd3d9ae54cbc1b09','high')"
0x6562ca6cb17c67aab799cbd0e860a227faef753d,high,",('0x6562ca6cb17c67aab799cbd0e860a227faef753d','high')"
0xe98d31b9e329d2ab83d2a836f98981de3d64b46b,high,",('0xe98d31b9e329d2ab83d2a836f98981de3d64b46b','high')"
0x4b51aca89288fc4967ad70bf1d31a0d74e4f25a7,high,",('0x4b51aca89288fc4967ad70bf1d31a0d74e4f25a7','high')"
0xc061490d1e0319b16e956155c009704d4f9d2531,high,",('0xc061490d1e0319b16e956155c009704d4f9d2531','high')"
0x473679eff1e01a3961c9ff4dc44041c2351ae99f,high,",('0x473679eff1e01a3961c9ff4dc44041c2351ae99f','high')"
0x161750cde2cda67424aa66fd9a231c2babdbe6a8,high,",('0x161750cde2cda67424aa66fd9a231c2babdbe6a8','high')"
0x2a859ff27a202c8499bd94de4cea9b01b9e87133,high,",('0x2a859ff27a202c8499bd94de4cea9b01b9e87133','high')"
0xeb560c57f6fc397e8804180c9bb86347e8cd7ed7,high,",('0xeb560c57f6fc397e8804180c9bb86347e8cd7ed7','high')"
0x2ec6765185ec55b0da827ba02f10ad8d1e96941b,high,",('0x2ec6765185ec55b0da827ba02f10ad8d1e96941b','high')"
0xb771dfca8fb485faac719e6104a1ec8a8e058608,high,",('0xb771dfca8fb485faac719e6104a1ec8a8e058608','high')"
0x7f0a73dbd9db8dcf27d9ab269ad329c53bbfbf00,high,",('0x7f0a73dbd9db8dcf27d9ab269ad329c53bbfbf00','high')"
0x1be5862be2357fa3a024d04685b5fb51843998f5,high,",('0x1be5862be2357fa3a024d04685b5fb51843998f5','high')"
0x6ff01ac785b944b99c2a06626dba95a846e89427,high,",('0x6ff01ac785b944b99c2a06626dba95a846e89427','high')"
0x7aa8145fb24cbc465a48574a7dfd294ef71479c5,high,",('0x7aa8145fb24cbc465a48574a7dfd294ef71479c5','high')"
0x37fa4641bc2c77d94da6e6a1bfe51d9ca651ef24,high,",('0x37fa4641bc2c77d94da6e6a1bfe51d9ca651ef24','high')"
0x25f9d14c156421ff6617510a150b4e87e7aa8f25,high,",('0x25f9d14c156421ff6617510a150b4e87e7aa8f25','high')"
0xebf94f3df6830e1bd5ef5f8dadadb0691dfc16c2,high,",('0xebf94f3df6830e1bd5ef5f8dadadb0691dfc16c2','high')"
0xd0f7dd988c422d1440b9d5d4ab7286c92d71f972,high,",('0xd0f7dd988c422d1440b9d5d4ab7286c92d71f972','high')"
0x8f739a0e51dc2ef59fbefa8c1790958dab322847,high,",('0x8f739a0e51dc2ef59fbefa8c1790958dab322847','high')"
0xd8a8403924f715c742767932b7a878e2a5622da2,high,",('0xd8a8403924f715c742767932b7a878e2a5622da2','high')"
0x1da05728158ac12a68094f055e13b217e0b6c477,high,",('0x1da05728158ac12a68094f055e13b217e0b6c477','high')"
0xa55ed499a6be64ae206e800e3e53a0f108bea2a0,high,",('0xa55ed499a6be64ae206e800e3e53a0f108bea2a0','high')"
0x103577b939cceab6e803593da12c55797609dfc5,high,",('0x103577b939cceab6e803593da12c55797609dfc5','high')"
0xda559a7ef836ae56c13ccb333b63e5299fa6e321,high,",('0xda559a7ef836ae56c13ccb333b63e5299fa6e321','high')"
0x80ae1ffd461eb47516c43f104f489ee159884d5e,high,",('0x80ae1ffd461eb47516c43f104f489ee159884d5e','high')"
0x579a5542db1b5b3c271eb466666c12cb0b59e9cb,high,",('0x579a5542db1b5b3c271eb466666c12cb0b59e9cb','high')"
0xdf8d721de490bcdc8cf3ce0bce211f868c6c8db9,high,",('0xdf8d721de490bcdc8cf3ce0bce211f868c6c8db9','high')"
0xe620138671e89e3fd4cf1457e6e239821963afd0,high,",('0xe620138671e89e3fd4cf1457e6e239821963afd0','high')"
0x7cd5de707b57a3fdda92807a41af7f4c3fd8aafc,high,",('0x7cd5de707b57a3fdda92807a41af7f4c3fd8aafc','high')"
0x079e8515e61caed2f526be40937482f4da26f237,high,",('0x079e8515e61caed2f526be40937482f4da26f237','high')"
0x9d3b718d2c1bacd75835f1eac9c592c9cbbead38,high,",('0x9d3b718d2c1bacd75835f1eac9c592c9cbbead38','high')"
0x714cc27df36137286e5cdcf8b33a2e6573dfdc35,high,",('0x714cc27df36137286e5cdcf8b33a2e6573dfdc35','high')"
0x0ee94b5aa0e2f066f3a4428f14f76a598b4ea308,high,",('0x0ee94b5aa0e2f066f3a4428f14f76a598b4ea308','high')"
0x6fcb4956df3fe3af1c13e500f77fb99e0860daf0,high,",('0x6fcb4956df3fe3af1c13e500f77fb99e0860daf0','high')"
0xd092a3c5dbe1cea89705d40ff874118ab34488c0,high,",('0xd092a3c5dbe1cea89705d40ff874118ab34488c0','high')"
0xfdb4f534feb622497703f39c2b68819b516d8c6e,high,",('0xfdb4f534feb622497703f39c2b68819b516d8c6e','high')"
0xf4086a7ec285db4586929341331b0fdd9ce32524,high,",('0xf4086a7ec285db4586929341331b0fdd9ce32524','high')"
0x41588e6bde3ce9b691038923420c0490be24bd4a,high,",('0x41588e6bde3ce9b691038923420c0490be24bd4a','high')"
0x141ed55e570751999de3e544617c1a5576176f36,high,",('0x141ed55e570751999de3e544617c1a5576176f36','high')"
0xf124751c22e25428605dc4832cbda04543a1ecef,high,",('0xf124751c22e25428605dc4832cbda04543a1ecef','high')"
0x1ae14ca1923f310c8fe7935156de8ef773e71280,high,",('0x1ae14ca1923f310c8fe7935156de8ef773e71280','high')"
0x1b1951544f1df4b8d350b8879e6fc6ef8c808f96,high,",('0x1b1951544f1df4b8d350b8879e6fc6ef8c808f96','high')"
0xdfb70e5b952258796ceed04efd04315041cc72e9,high,",('0xdfb70e5b952258796ceed04efd04315041cc72e9','high')"
0x7dc086ece04402f370a4a8a99556032c1fce9a03,high,",('0x7dc086ece04402f370a4a8a99556032c1fce9a03','high')"
0xf81c56302dd196fa835d4a156f10732ec44c33a6,high,",('0xf81c56302dd196fa835d4a156f10732ec44c33a6','high')"
0xafaf925a2f53648ef9ad95494c43519fb6c2d398,high,",('0xafaf925a2f53648ef9ad95494c43519fb6c2d398','high')"
0xf0015584852fc0f94f3a1a0178f7e18827967273,high,",('0xf0015584852fc0f94f3a1a0178f7e18827967273','high')"
0xe156169f1b344af2b72d7e070a5bed08082cbca6,high,",('0xe156169f1b344af2b72d7e070a5bed08082cbca6','high')"
0xa3e8845e1c86db862af43ea88c74a3af004c15f3,high,",('0xa3e8845e1c86db862af43ea88c74a3af004c15f3','high')"
0x602029bccebe1d86dad5f6e60324ad69bf6eb16a,high,",('0x602029bccebe1d86dad5f6e60324ad69bf6eb16a','high')"
0x406dce7897ef83d3c252db516b0e8896d3462167,high,",('0x406dce7897ef83d3c252db516b0e8896d3462167','high')"
0x5d8691247388cb95e8443afb0932ba734fc59bc3,high,",('0x5d8691247388cb95e8443afb0932ba734fc59bc3','high')"
0x7eb8e3877a3ebbd0e51f31c0c84b3356ef3c91f2,high,",('0x7eb8e3877a3ebbd0e51f31c0c84b3356ef3c91f2','high')"
0x242ecbebff63a33cbc4441279d0b91afdadb85fe,high,",('0x242ecbebff63a33cbc4441279d0b91afdadb85fe','high')"
0x3f1dccc9af17d2573524635834a554d37e9aada6,high,",('0x3f1dccc9af17d2573524635834a554d37e9aada6','high')"
0x6dce0d21ac2d2805ab00718d8e5c6d75e88f01f5,high,",('0x6dce0d21ac2d2805ab00718d8e5c6d75e88f01f5','high')"
0xb089d35db4d58c7f619dcd1c20e84eab72267566,high,",('0xb089d35db4d58c7f619dcd1c20e84eab72267566','high')"
0x13ea0608ca9067da9b19d9c6a1374f509187129f,high,",('0x13ea0608ca9067da9b19d9c6a1374f509187129f','high')"
0x816a22da408b541e79c2fd2cd5c7f5e81bd2d18a,high,",('0x816a22da408b541e79c2fd2cd5c7f5e81bd2d18a','high')"
0x01890278b91849689ee983e0bdbecb2ee2bbc3b7,high,",('0x01890278b91849689ee983e0bdbecb2ee2bbc3b7','high')"
0x60fd5dc77fa2c5e1eef7579a67b1ddcf20870cc8,high,",('0x60fd5dc77fa2c5e1eef7579a67b1ddcf20870cc8','high')"
0xbb476fa82c63bd822c429a34ea86ecf2c05f8fc4,high,",('0xbb476fa82c63bd822c429a34ea86ecf2c05f8fc4','high')"
0x158fc6cd9dfbf3f3326ece7e4f6ac3c76bfd7217,high,",('0x158fc6cd9dfbf3f3326ece7e4f6ac3c76bfd7217','high')"
0x2b8497108d045270d51823256479d92033dd3606,high,",('0x2b8497108d045270d51823256479d92033dd3606','high')"
0xc4dfe42d159c69171ab4865ff79648093256f4fc,high,",('0xc4dfe42d159c69171ab4865ff79648093256f4fc','high')"
0x991c14b8d84b23bdb5c6382eb05e78c82062b3cb,high,",('0x991c14b8d84b23bdb5c6382eb05e78c82062b3cb','high')"
0xaa691828fc06b8906fb19bfcd2da81c9e548b739,high,",('0xaa691828fc06b8906fb19bfcd2da81c9e548b739','high')"
0x8647af787ceb1f8d601fa3bf07aca87c97074b5a,high,",('0x8647af787ceb1f8d601fa3bf07aca87c97074b5a','high')"
0x7296087bf6e786cc20163c965cf813ea91a47520,high,",('0x7296087bf6e786cc20163c965cf813ea91a47520','high')"
0xbb7d90d3dc1a170ab70234fe34bceefb05993bba,high,",('0xbb7d90d3dc1a170ab70234fe34bceefb05993bba','high')"
0x83f234c17cf2267650d64234601259a9c6e23b2e,high,",('0x83f234c17cf2267650d64234601259a9c6e23b2e','high')"
0x4b0db5dbe9fa102fa17fd5f69ad28eb647329f4a,high,",('0x4b0db5dbe9fa102fa17fd5f69ad28eb647329f4a','high')"
0xe4595788aeeac5da0e720d86461ef74b75851919,high,",('0xe4595788aeeac5da0e720d86461ef74b75851919','high')"
0x816dab68087ee82b30e5d860803756d7230ececa,high,",('0x816dab68087ee82b30e5d860803756d7230ececa','high')"
0xa5641e5390eff9f9906f6eeb201adac002a37cc9,high,",('0xa5641e5390eff9f9906f6eeb201adac002a37cc9','high')"
0x89a745e47f554dd5c7b4183044a59a9dc6d23487,high,",('0x89a745e47f554dd5c7b4183044a59a9dc6d23487','high')"
0x2d8f23f900df6b5ac2a6e629ea1d9c06650705d4,high,",('0x2d8f23f900df6b5ac2a6e629ea1d9c06650705d4','high')"
0xdcbee0643b7d920da6c64f60ad31fb5be473e781,high,",('0xdcbee0643b7d920da6c64f60ad31fb5be473e781','high')"
0x001377bc71fa1f481ed5c10db7766ee47890b5ea,high,",('0x001377bc71fa1f481ed5c10db7766ee47890b5ea','high')"
0x278f7e5b91d69805c824f908c20ecb661c22b887,high,",('0x278f7e5b91d69805c824f908c20ecb661c22b887','high')"
0xaf0f0db01556b08d41c962f84ffac0eb38f42f7e,high,",('0xaf0f0db01556b08d41c962f84ffac0eb38f42f7e','high')"
0xa7cf347e06701621d5583d94199dd15ab976f154,high,",('0xa7cf347e06701621d5583d94199dd15ab976f154','high')"
0x0d5692bbc5e2db9bc360cbc83313975bc21dfe0c,high,",('0x0d5692bbc5e2db9bc360cbc83313975bc21dfe0c','high')"
0x65f7c7af82850921e00077f3f4cce8565fc6b7ce,high,",('0x65f7c7af82850921e00077f3f4cce8565fc6b7ce','high')"
0xb33ee38531435d19d3a633b7d9cd2fbaf54f84ca,high,",('0xb33ee38531435d19d3a633b7d9cd2fbaf54f84ca','high')"
0x9403c28b0bfcd77cf09942224e38a7add04b3fad,high,",('0x9403c28b0bfcd77cf09942224e38a7add04b3fad','high')"
0x1c2b74acc603f45d427372d6515c3c85539580e9,high,",('0x1c2b74acc603f45d427372d6515c3c85539580e9','high')"
0xf1a8426f7ea03a3ec66b190e7640c66849879ef4,high,",('0xf1a8426f7ea03a3ec66b190e7640c66849879ef4','high')"
0x81b521a6f28c4499b8b2580d59a12832775592fe,high,",('0x81b521a6f28c4499b8b2580d59a12832775592fe','high')"
0xf53cf9793c0ae474ad8002e7aba2c21c3b411dab,high,",('0xf53cf9793c0ae474ad8002e7aba2c21c3b411dab','high')"
0x40c156dc0c6fee1b4f4da40864861e0cc2549714,high,",('0x40c156dc0c6fee1b4f4da40864861e0cc2549714','high')"
0xeb700d6aab7c44487caf8ca488079dcb3f826fc7,high,",('0xeb700d6aab7c44487caf8ca488079dcb3f826fc7','high')"
0x3c68f1b0988cd7e7ce6d95d4f698906e293d2ad5,high,",('0x3c68f1b0988cd7e7ce6d95d4f698906e293d2ad5','high')"
0xd520bdc5eb6c40f67dfd3b4077f61145339769a3,high,",('0xd520bdc5eb6c40f67dfd3b4077f61145339769a3','high')"
0x3fb13b845684fdce9d6093e137788963871da592,high,",('0x3fb13b845684fdce9d6093e137788963871da592','high')"
0x013206b6e7c4fda5f7aa908f5b652a90e782290c,high,",('0x013206b6e7c4fda5f7aa908f5b652a90e782290c','high')"
0x04c04a55896151c54e6f7dc507ebc657b4870602,high,",('0x04c04a55896151c54e6f7dc507ebc657b4870602','high')"
0xf60b5d1090db40c6a1076d2b7921c39e6e835559,high,",('0xf60b5d1090db40c6a1076d2b7921c39e6e835559','high')"
0x0a03ef0653ddc55e42ff70f758d1ee9d3da3ff4c,high,",('0x0a03ef0653ddc55e42ff70f758d1ee9d3da3ff4c','high')"
0x4812159826dc7270c3d6f96a51af55f3fcd9a935,high,",('0x4812159826dc7270c3d6f96a51af55f3fcd9a935','high')"
